# id:8--8-8 
0.8,0.37,-0.57990656794967
-0.66,-0.04,-0.58885609964258
-0.16,0.22,0.099327477405006
0.51,0.1,-0.26964844336369
-0.53,-0.1,-0.41405159762654
-0.27,-1,-1.236912825837
0.68,0.93,0.65975489643794
-0.22,0.43,0.25223519143651
0.54,0.81,0.78986697499033
0.51,-0.38,-0.38489189564707
0.23,0.47,0.60484274631864
0.77,-0.43,-1.2821560897964
0.46,-0.27,-0.93689335193993
-0.03,-0.64,-0.62935057283406
-0.49,-0.89,-1.1069483038215
-0.25,-0.37,-0.17689678622973
0.48,0.41,0.46036700956041
-0.43,0.63,0.53095200688721
-0.66,0.84,0.10276325310144
-0.96,0.26,-0.78616626693853
0.14,0.85,0.78754000296936
-0.31,0.56,0.54266814709808
0.48,-1,-1.2388549992823
0.21,-0.51,-0.58028848767138
0.32,0.62,0.59305111637382
0.32,0.82,0.79475508332364
0.74,0.37,-0.39025792147009
0.37,0.95,0.84816946614188
-0.12,-0.53,-0.94900162852312
0.1,0.27,-0.011989526347357
0.08,0.67,0.84414518857835
0.79,-0.69,-1.1591236848606
0.26,-0.26,-0.29032034032094
0.12,0.88,1.1957361426204
-0.59,0.71,0.37896333972807
0,0.82,0.97438986035686
-0.52,0.18,0.19586248278948
-0.24,-0.82,-1.0829004073082
-0.45,0.24,0.11682292721999
-0.2,-0.54,-0.60434196048898
0.81,0.13,-0.42315714873147
-0.84,0.24,-0.68078669902112
0.07,0.02,0.2137957376929
-0.22,0.28,0.60193505606929
-0.02,-0.64,-0.54705948509633
-0.34,0.1,-0.39634606968158
-0.28,-0.29,-0.49456987771613
0.5,0.21,-0.0025291538200839
0.38,0.08,0.18033529864737
-0.1,0.8,0.60033553678082
-0.41,-0.25,-0.59205733985355
-0.04,0.82,0.96575873199083
-0.21,-0.72,-0.76811279040251
0.8,0.81,-0.02196271067854
-0.74,-0.93,-1.1686375824834
-0.46,0.15,0.29481311744146
-0.68,0.1,-0.19066892720572
1,-0.54,-1.9499032342488
-0.02,0.63,0.47305309847506
0.6,-0.53,-0.96315269733503
0.12,-0.32,-0.46159668805253
0.45,0.27,0.13459236274357
-0.11,-0.3,-0.50499667165811
-0.41,0.71,0.55553423020044
0.36,0.73,0.31963386602138
-1,-0.8,-1.6887060812594
-0.81,-0.98,-1.6268946660971
-0.18,-0.34,-0.23606927723938
-0.65,0.19,-0.41260429551003
0.94,0.11,-0.90663490704126
-0.05,0.13,-0.34460321259564
-0.08,-0.08,-0.11244357423967
0.83,-0.27,-0.97324195558975
0.36,0.88,0.87295925429616
0.09,-0.24,-0.30322639320154
0.41,0,-0.55073598517674
-0.88,-0.01,-1.0007171968308
-0.11,0.72,0.86716837663318
-0.54,-0.47,-1.0455236891959
0.5,0.85,1.0166120289914
